tree_id,path,context,story_block_1,previous_action_1,story_block_2,previous_action_2
apoc_seed2,0003101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Hidden away under a shelf you find a hammer, screw driver, and a first aid kit.",take the tools and hide them in your bag,"You tend to your cuts and bruises with the first aid kit and using the hammer, screwdriver and scraps from the ruins begin to construct a shelter.",Push on your shelter to see if it is sturdy.
apoc_seed2,0003110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Hidden away under a shelf you find a hammer, screw driver, and a first aid kit.",leave the tools incase someone else needs them more,"The tools are heavy, and you don't have any use for them right now, so you grab a few bandaids from the first aid kit and move on.",Go left down the hallway to find a locked door.
apoc_seed2,0003111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Hidden away under a shelf you find a hammer, screw driver, and a first aid kit.",leave the tools incase someone else needs them more,"The tools are heavy, and you don't have any use for them right now, so you grab a few bandaids from the first aid kit and move on.",Go right down the hallway to keep searching.
apoc_seed2,0003200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You walk to a different door and try to get in but it is locked.  You look around to see if you can find the key.,Check the under the mat for key,There is a key there. You use it to open the door and the room is fill with supplies.,Find something to load supplies into.
apoc_seed2,0003201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You walk to a different door and try to get in but it is locked.  You look around to see if you can find the key.,Check the under the mat for key,There is a key there. You use it to open the door and the room is fill with supplies.,Choose which supplies are most valuable and leave the rest.
apoc_seed2,0003210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You walk to a different door and try to get in but it is locked.  You look around to see if you can find the key.,Make noises to see if someone is inside,"Just in case, you bang on the door loudly before listening for any rustling behind it, to see if someone might be waiting for you.",Get out your knife and bust down the door.
apoc_seed2,0003211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You walk to a different door and try to get in but it is locked.  You look around to see if you can find the key.,Make noises to see if someone is inside,"Just in case, you bang on the door loudly before listening for any rustling behind it, to see if someone might be waiting for you.",Pick the lock.
apoc_seed2,0003300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You look around, but see no one.  You try calling out, but no one responds.","Leave the store, see if you can spot tire tracks","You see tire tracks leading over the hill, towards the ruins where you've seen strange lights at night.",go to the light at night
apoc_seed2,0003301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You look around, but see no one.  You try calling out, but no one responds.","Leave the store, see if you can spot tire tracks","You see tire tracks leading over the hill, towards the ruins where you've seen strange lights at night.",I decide to stay still
apoc_seed2,0003310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You look around, but see no one.  You try calling out, but no one responds.",Make as much noise as possible,A person comes running out. She scares you to death.,Tell her that you mean her no harm.
apoc_seed2,0003311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You look around, but see no one.  You try calling out, but no one responds.",Make as much noise as possible,A person comes running out. She scares you to death.,Put your hands up to signify that you're harmless.
